Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO
2025-07-21 03:00:00,171.41,138.24,70.96,7.46,53.7,127.87,59.12,127.07,2025-07-21 03:00:00
2025-07-21 04:00:00,169.11,133.63,66.01,7.63,51.83,125.37,57.67,129.56,2025-07-21 04:00:00
2025-07-21 05:00:00,146.58,128.08,,7.4,51.71,103.61,,111.48,2025-07-21 05:00:00
2025-07-21 06:00:00,,129.19,63.56,6.36,51.23,,55.27,105.34,2025-07-21 06:00:00
2025-07-21 07:00:00,145.03,133.13,68.84,,51.24,101.91,54.66,,2025-07-21 07:00:00
2025-07-21 08:00:00,148.99,136.35,90.72,5.82,56.44,103.33,61.13,107.35,2025-07-21 08:00:00
2025-07-21 09:00:00,155.44,145.03,102.67,5.79,61.31,112.68,68.02,110.13,2025-07-21 09:00:00
2025-07-21 10:00:00,155.7,150.52,105.41,5.61,63.85,117.59,71.14,111.14,2025-07-21 10:00:00
2025-07-21 11:00:00,160.39,154.61,106.79,5.08,64.09,120.3,72.54,116.65,2025-07-21 11:00:00
2025-07-21 12:00:00,167.44,159.22,105.77,6.08,67.05,122.07,73.82,132.54,2025-07-21 12:00:00
2025-07-21 13:00:00,178.89,161.99,,6.43,66.39,129.98,,141.55,2025-07-21 13:00:00
2025-07-21 14:00:00,185.97,,95.57,6.67,68.53,133.13,66.8,145.66,2025-07-21 14:00:00
2025-07-21 15:00:00,187.54,156.83,,7.0,,120.34,66.98,147.76,2025-07-21 15:00:00
2025-07-21 16:00:00,,126.13,95.79,6.3,71.77,115.95,69.35,116.69,2025-07-21 16:00:00
2025-07-21 17:00:00,154.36,,90.37,,68.19,100.1,69.77,96.45,2025-07-21 17:00:00
2025-07-21 18:00:00,,119.43,,4.69,70.81,,67.84,,2025-07-21 18:00:00
2025-07-21 19:00:00,164.61,139.53,101.72,5.08,,115.27,69.89,121.51,2025-07-21 19:00:00
2025-07-21 20:00:00,170.76,137.25,100.89,5.71,69.7,,69.26,113.13,2025-07-21 20:00:00
2025-07-21 21:00:00,168.29,138.29,97.69,4.63,,112.37,68.18,,2025-07-21 21:00:00
2025-07-21 22:00:00,170.37,,90.55,6.17,65.09,118.22,68.06,121.16,2025-07-21 22:00:00
2025-07-21 23:00:00,175.45,141.35,78.59,6.8,60.79,121.25,66.36,131.65,2025-07-21 23:00:00
2025-07-22 00:00:00,175.42,140.19,,7.38,51.18,129.76,,131.94,2025-07-22 00:00:00
2025-07-22 01:00:00,166.38,140.5,70.7,7.5,,,59.12,127.21,2025-07-22 01:00:00
2025-07-22 02:00:00,,,69.61,,50.42,126.05,55.48,,2025-07-22 02:00:00
2025-07-22 03:00:00,162.66,136.91,,6.97,52.87,124.05,56.24,127.17,2025-07-22 03:00:00
2025-07-22 04:00:00,148.35,137.39,65.44,7.03,52.62,110.07,57.79,121.35,2025-07-22 04:00:00
2025-07-22 05:00:00,137.31,,63.64,7.24,,,55.61,105.5,2025-07-22 05:00:00
2025-07-22 06:00:00,,132.49,61.26,6.3,43.21,95.86,51.48,,2025-07-22 06:00:00
2025-07-22 07:00:00,135.01,136.88,66.36,,49.87,93.04,53.75,103.38,2025-07-22 07:00:00
2025-07-22 08:00:00,137.77,142.1,88.8,5.57,55.29,94.08,62.77,107.1,2025-07-22 08:00:00
2025-07-22 09:00:00,145.55,145.42,102.85,6.21,58.26,106.69,68.09,,2025-07-22 09:00:00
2025-07-22 10:00:00,146.8,146.46,,4.85,59.75,110.57,71.97,106.48,2025-07-22 10:00:00
2025-07-22 11:00:00,146.8,147.25,99.79,,63.36,111.68,69.33,110.82,2025-07-22 11:00:00
2025-07-22 12:00:00,166.53,152.28,92.7,5.98,72.72,115.73,69.95,122.26,2025-07-22 12:00:00
2025-07-22 13:00:00,169.21,155.5,,6.17,,120.87,71.09,127.94,2025-07-22 13:00:00
2025-07-22 14:00:00,178.21,150.25,87.69,6.39,69.52,125.91,64.9,136.87,2025-07-22 14:00:00
2025-07-22 15:00:00,178.64,149.08,,5.49,,125.45,65.55,138.77,2025-07-22 15:00:00
2025-07-22 16:00:00,145.61,129.7,94.09,4.82,70.34,115.39,68.92,109.22,2025-07-22 16:00:00
2025-07-22 17:00:00,,,93.97,,,,66.52,91.15,2025-07-22 17:00:00
2025-07-22 18:00:00,137.1,111.52,87.43,4.79,68.38,97.33,,,2025-07-22 18:00:00
2025-07-22 19:00:00,157.49,131.37,100.99,4.86,66.7,114.5,64.28,118.23,2025-07-22 19:00:00
2025-07-22 20:00:00,157.1,126.74,101.68,5.65,66.73,,67.65,,2025-07-22 20:00:00
2025-07-22 21:00:00,155.6,126.07,,6.14,61.6,115.01,66.58,113.38,2025-07-22 21:00:00
2025-07-22 22:00:00,163.64,125.73,93.14,5.7,64.15,113.0,69.58,122.74,2025-07-22 22:00:00
2025-07-22 23:00:00,169.72,134.11,88.92,7.1,55.93,119.01,,128.21,2025-07-22 23:00:00
2025-07-23 00:00:00,173.74,136.15,69.93,7.25,,123.71,63.4,131.53,2025-07-23 00:00:00
2025-07-23 01:00:00,170.72,136.95,,7.37,51.33,122.63,59.75,,2025-07-23 01:00:00
2025-07-23 02:00:00,164.8,133.75,69.7,,52.55,,,126.29,2025-07-23 02:00:00
2025-07-23 03:00:00,162.75,133.06,67.94,7.25,52.02,121.67,56.49,125.72,2025-07-23 03:00:00
2025-07-23 04:00:00,161.36,130.43,63.06,7.32,49.95,109.0,56.3,115.77,2025-07-23 04:00:00
2025-07-23 05:00:00,140.1,122.25,,6.34,,,,103.8,2025-07-23 05:00:00
2025-07-23 06:00:00,,129.66,59.77,5.43,47.64,95.5,51.51,,2025-07-23 06:00:00
2025-07-23 07:00:00,137.28,133.41,64.56,,49.47,91.19,53.63,101.68,2025-07-23 07:00:00
2025-07-23 08:00:00,,134.76,84.55,5.49,53.86,92.38,63.61,104.55,2025-07-23 08:00:00
2025-07-23 09:00:00,143.14,139.99,100.07,5.35,66.27,103.96,67.99,103.96,2025-07-23 09:00:00
2025-07-23 10:00:00,145.77,144.79,101.72,,66.99,109.94,69.6,104.97,2025-07-23 10:00:00
2025-07-23 11:00:00,143.97,146.17,102.12,5.83,68.88,112.49,77.52,111.2,2025-07-23 11:00:00
2025-07-23 12:00:00,157.83,157.43,96.38,6.56,69.08,114.69,84.42,126.99,2025-07-23 12:00:00
2025-07-23 13:00:00,172.51,159.64,,6.52,68.34,119.65,,135.5,2025-07-23 13:00:00
2025-07-23 14:00:00,185.32,148.44,89.43,6.68,69.32,128.25,77.73,143.49,2025-07-23 14:00:00
2025-07-23 15:00:00,183.48,,90.56,,71.69,130.92,78.88,144.16,2025-07-23 15:00:00
2025-07-23 16:00:00,152.41,143.57,97.05,5.77,72.59,118.82,74.77,110.97,2025-07-23 16:00:00
2025-07-23 17:00:00,,128.28,,4.7,71.27,,74.71,92.2,2025-07-23 17:00:00
2025-07-23 18:00:00,128.08,109.5,94.3,,73.39,97.99,,,2025-07-23 18:00:00
2025-07-23 19:00:00,155.59,129.34,102.28,4.95,,116.53,71.6,117.63,2025-07-23 19:00:00
2025-07-23 20:00:00,157.14,126.92,102.44,5.23,71.84,,,119.61,2025-07-23 20:00:00
2025-07-23 21:00:00,163.56,122.41,100.67,5.05,71.11,116.55,70.04,121.04,2025-07-23 21:00:00
2025-07-23 22:00:00,172.05,124.18,98.85,6.5,,120.0,68.31,125.04,2025-07-23 22:00:00
2025-07-23 23:00:00,174.81,136.51,82.27,6.87,66.37,120.12,68.12,132.69,2025-07-23 23:00:00
2025-07-24 00:00:00,170.41,142.23,73.89,7.08,,126.44,64.27,135.97,2025-07-24 00:00:00
2025-07-24 01:00:00,169.58,140.82,,7.22,52.6,123.1,,,2025-07-24 01:00:00
2025-07-24 02:00:00,,,70.11,,49.66,123.75,55.9,132.21,2025-07-24 02:00:00
2025-07-24 03:00:00,164.05,133.36,,6.91,52.56,122.23,,,2025-07-24 03:00:00
2025-07-24 04:00:00,161.11,133.12,67.11,,52.02,108.84,53.44,124.27,2025-07-24 04:00:00
2025-07-24 05:00:00,137.58,,58.13,6.97,50.73,93.48,,,2025-07-24 05:00:00
2025-07-24 06:00:00,,130.01,,5.6,50.41,,50.41,104.92,2025-07-24 06:00:00
2025-07-24 07:00:00,136.73,132.08,63.31,5.39,56.21,90.59,51.95,104.36,2025-07-24 07:00:00
2025-07-24 08:00:00,139.24,132.84,86.3,,58.58,93.7,59.55,106.92,2025-07-24 08:00:00
2025-07-24 09:00:00,142.37,136.48,99.26,5.65,59.55,105.65,66.36,108.15,2025-07-24 09:00:00
2025-07-24 10:00:00,147.37,143.02,101.69,5.84,65.32,112.81,68.95,,2025-07-24 10:00:00
2025-07-24 11:00:00,149.7,147.0,106.63,5.89,68.35,116.47,72.91,114.15,2025-07-24 11:00:00
2025-07-24 12:00:00,161.87,151.88,104.74,5.92,69.0,119.59,74.67,125.53,2025-07-24 12:00:00
2025-07-24 13:00:00,178.54,155.5,,5.9,69.17,117.66,,134.36,2025-07-24 13:00:00
2025-07-24 14:00:00,184.64,148.88,93.84,6.4,70.39,123.71,68.7,138.02,2025-07-24 14:00:00
2025-07-24 15:00:00,174.78,143.38,,,71.24,123.45,70.29,141.07,2025-07-24 15:00:00
2025-07-24 16:00:00,145.82,138.76,97.02,5.17,70.67,114.15,72.73,110.57,2025-07-24 16:00:00
2025-07-24 17:00:00,,,,,,,69.89,,2025-07-24 17:00:00
2025-07-24 18:00:00,128.21,114.15,94.3,4.04,72.57,102.29,68.07,93.65,2025-07-24 18:00:00
2025-07-24 19:00:00,150.18,129.29,100.45,,71.22,117.88,69.95,118.89,2025-07-24 19:00:00
2025-07-24 20:00:00,156.66,125.94,104.14,5.64,68.0,116.94,70.3,110.5,2025-07-24 20:00:00
2025-07-24 21:00:00,152.86,124.82,103.1,5.95,66.74,117.31,70.32,,2025-07-24 21:00:00
2025-07-24 22:00:00,158.55,128.16,94.81,5.61,63.93,120.61,69.76,118.91,2025-07-24 22:00:00
2025-07-24 23:00:00,168.49,134.8,87.06,6.64,57.72,123.1,68.13,123.43,2025-07-24 23:00:00
2025-07-25 00:00:00,174.22,141.98,78.55,7.25,52.97,127.96,68.7,129.79,2025-07-25 00:00:00
2025-07-25 01:00:00,173.75,141.99,72.7,7.79,,127.2,61.34,128.43,2025-07-25 01:00:00
2025-07-25 02:00:00,172.23,141.73,,7.6,50.3,127.75,,128.74,2025-07-25 02:00:00
2025-07-25 03:00:00,166.21,140.43,72.47,,52.3,125.56,60.68,125.13,2025-07-25 03:00:00
2025-07-25 04:00:00,155.28,139.34,65.01,7.97,,125.92,56.38,126.95,2025-07-25 04:00:00
2025-07-25 05:00:00,,,,7.93,48.93,,,107.25,2025-07-25 05:00:00
2025-07-25 06:00:00,145.49,125.73,60.54,,50.5,103.66,55.55,,2025-07-25 06:00:00
2025-07-25 07:00:00,146.5,128.31,64.34,6.58,52.71,97.81,53.84,104.74,2025-07-25 07:00:00
2025-07-25 08:00:00,148.13,126.54,84.33,5.9,58.19,98.44,60.12,108.59,2025-07-25 08:00:00
2025-07-25 09:00:00,151.43,127.11,93.96,6.52,58.04,102.31,67.82,108.26,2025-07-25 09:00:00
2025-07-25 10:00:00,153.07,130.63,97.52,6.34,62.96,106.56,66.95,110.41,2025-07-25 10:00:00
2025-07-25 11:00:00,,129.98,96.38,6.49,66.73,105.69,63.8,114.88,2025-07-25 11:00:00
2025-07-25 12:00:00,148.92,126.87,,,65.32,,,115.57,2025-07-25 12:00:00
2025-07-25 13:00:00,171.82,142.99,88.14,6.12,64.72,118.92,60.47,123.29,2025-07-25 13:00:00
2025-07-25 14:00:00,177.93,145.77,85.93,6.53,,126.11,63.49,131.58,2025-07-25 14:00:00
2025-07-25 15:00:00,165.62,145.58,85.68,5.83,66.42,118.33,65.6,136.63,2025-07-25 15:00:00
2025-07-25 16:00:00,144.38,117.57,95.32,,67.06,114.2,67.68,104.83,2025-07-25 16:00:00
2025-07-25 17:00:00,,,93.91,4.16,64.44,96.64,,,2025-07-25 17:00:00
2025-07-25 18:00:00,123.32,108.46,90.16,4.6,62.99,,60.19,86.87,2025-07-25 18:00:00
2025-07-25 19:00:00,146.5,129.56,101.27,6.24,62.04,108.77,66.74,108.4,2025-07-25 19:00:00
2025-07-25 20:00:00,150.9,123.4,101.18,5.14,64.59,111.29,63.42,103.64,2025-07-25 20:00:00
2025-07-25 21:00:00,155.25,,96.32,,66.65,109.9,,102.53,2025-07-25 21:00:00
2025-07-25 22:00:00,161.02,124.4,96.74,5.57,,,65.35,108.75,2025-07-25 22:00:00
2025-07-25 23:00:00,168.14,131.14,82.5,6.28,60.34,121.31,66.36,125.82,2025-07-25 23:00:00
2025-07-26 00:00:00,171.48,139.03,,6.61,57.67,125.64,64.24,128.15,2025-07-26 00:00:00
2025-07-26 01:00:00,166.15,140.32,73.76,6.99,47.83,,58.13,126.92,2025-07-26 01:00:00
2025-07-26 02:00:00,,142.23,,,47.76,123.99,57.75,124.14,2025-07-26 02:00:00
2025-07-26 03:00:00,160.57,140.12,69.01,6.78,50.8,120.63,55.83,122.79,2025-07-26 03:00:00
2025-07-26 04:00:00,151.1,137.23,63.9,6.9,49.82,112.81,56.0,122.23,2025-07-26 04:00:00
2025-07-26 05:00:00,137.98,123.86,,7.22,47.08,98.75,,115.2,2025-07-26 05:00:00
2025-07-26 06:00:00,,,59.27,,47.51,,53.73,100.95,2025-07-26 06:00:00
2025-07-26 07:00:00,135.97,127.65,64.07,5.9,54.32,94.87,53.31,99.89,2025-07-26 07:00:00
2025-07-26 08:00:00,137.88,125.76,84.03,5.45,53.4,94.31,61.31,101.33,2025-07-26 08:00:00
2025-07-26 09:00:00,145.63,130.3,96.86,,53.16,108.33,67.05,104.14,2025-07-26 09:00:00
2025-07-26 10:00:00,147.13,127.46,99.12,5.46,57.94,111.52,68.76,104.07,2025-07-26 10:00:00
2025-07-26 11:00:00,151.38,130.02,101.39,6.43,67.62,117.19,,115.35,2025-07-26 11:00:00
2025-07-26 12:00:00,154.56,137.16,99.8,,65.29,119.87,68.32,119.61,2025-07-26 12:00:00
2025-07-26 13:00:00,161.86,141.16,,5.84,64.54,121.37,,131.36,2025-07-26 13:00:00
2025-07-26 14:00:00,174.15,149.9,87.63,5.83,64.48,129.42,63.37,134.65,2025-07-26 14:00:00
2025-07-26 15:00:00,163.95,141.51,90.59,5.39,66.14,,64.02,134.54,2025-07-26 15:00:00
2025-07-26 16:00:00,140.23,122.38,94.57,,62.71,119.04,69.0,100.64,2025-07-26 16:00:00
2025-07-26 17:00:00,126.89,107.35,88.89,4.45,63.01,,66.42,,2025-07-26 17:00:00
2025-07-26 18:00:00,,,,,66.15,98.06,61.94,87.4,2025-07-26 18:00:00
2025-07-26 19:00:00,145.58,125.53,99.63,5.1,,117.85,64.65,111.08,2025-07-26 19:00:00
2025-07-26 20:00:00,151.78,124.78,96.79,5.43,62.83,118.61,64.46,110.22,2025-07-26 20:00:00
2025-07-26 21:00:00,156.51,,95.07,4.94,62.4,115.55,65.23,109.57,2025-07-26 21:00:00
2025-07-26 22:00:00,164.3,127.24,90.57,7.03,58.52,123.97,64.73,123.08,2025-07-26 22:00:00
2025-07-26 23:00:00,160.73,135.71,75.74,,52.75,,,126.98,2025-07-26 23:00:00
2025-07-27 00:00:00,164.04,130.07,,6.3,,122.39,63.44,124.99,2025-07-27 00:00:00
2025-07-27 01:00:00,161.8,129.85,66.95,6.83,43.3,125.57,,122.55,2025-07-27 01:00:00
2025-07-27 02:00:00,158.77,,65.22,,40.91,123.23,57.29,121.31,2025-07-27 02:00:00
2025-07-27 03:00:00,157.24,130.01,,6.68,44.17,120.55,,118.51,2025-07-27 03:00:00
2025-07-27 04:00:00,152.69,126.99,62.95,6.45,,,55.05,117.69,2025-07-27 04:00:00
2025-07-27 05:00:00,147.28,,,7.02,40.09,109.96,,99.64,2025-07-27 05:00:00
2025-07-27 06:00:00,,127.9,58.08,5.83,41.63,94.35,48.84,96.45,2025-07-27 06:00:00
2025-07-27 07:00:00,136.19,133.25,62.42,,46.94,,50.07,,2025-07-27 07:00:00
2025-07-27 08:00:00,,131.81,84.44,5.55,51.15,96.52,60.27,98.46,2025-07-27 08:00:00
2025-07-27 09:00:00,139.87,139.21,97.65,5.65,55.94,105.44,65.63,98.79,2025-07-27 09:00:00
2025-07-27 10:00:00,140.47,148.26,102.03,6.36,59.27,116.08,67.27,98.62,2025-07-27 10:00:00
2025-07-27 11:00:00,145.24,152.99,103.48,6.37,64.44,119.26,69.96,109.03,2025-07-27 11:00:00
2025-07-27 12:00:00,155.05,154.93,103.23,5.93,65.73,121.18,69.0,119.51,2025-07-27 12:00:00
2025-07-27 13:00:00,169.18,157.24,,5.45,,121.95,,125.69,2025-07-27 13:00:00
2025-07-27 14:00:00,180.31,154.66,90.34,6.34,61.91,129.29,64.53,131.87,2025-07-27 14:00:00
2025-07-27 15:00:00,180.61,153.99,,5.84,62.8,122.06,64.53,140.5,2025-07-27 15:00:00
2025-07-27 16:00:00,140.07,148.37,94.24,4.35,66.81,120.55,67.85,107.45,2025-07-27 16:00:00
2025-07-27 17:00:00,,,,,,101.61,58.1,,2025-07-27 17:00:00
2025-07-27 18:00:00,129.07,111.99,92.42,3.4,64.07,,,85.84,2025-07-27 18:00:00
2025-07-27 19:00:00,150.23,131.52,101.55,5.05,66.23,116.14,64.56,107.74,2025-07-27 19:00:00
2025-07-27 20:00:00,151.47,128.71,101.81,5.14,63.99,117.02,65.88,105.72,2025-07-27 20:00:00
2025-07-27 21:00:00,159.0,,,5.3,64.7,117.97,64.37,104.64,2025-07-27 21:00:00
2025-07-27 22:00:00,160.92,127.75,96.04,5.71,62.93,121.09,63.24,118.06,2025-07-27 22:00:00
2025-07-27 23:00:00,165.27,136.56,79.16,6.46,58.95,,60.93,123.52,2025-07-27 23:00:00
2025-07-28 00:00:00,166.56,136.18,,6.26,44.06,126.77,59.11,124.53,2025-07-28 00:00:00
2025-07-28 01:00:00,164.07,,70.64,7.12,,,54.83,,2025-07-28 01:00:00
2025-07-28 02:00:00,161.26,132.56,68.07,6.9,38.01,123.05,,119.93,2025-07-28 02:00:00
2025-07-28 03:00:00,161.7,,,6.69,39.65,120.63,55.81,119.84,2025-07-28 03:00:00
2025-07-28 04:00:00,149.17,129.56,64.38,6.83,40.45,111.07,54.35,117.87,2025-07-28 04:00:00
2025-07-28 05:00:00,135.75,126.9,,6.83,38.25,93.2,,,2025-07-28 05:00:00
2025-07-28 06:00:00,,131.02,57.97,5.49,38.57,89.42,47.43,97.56,2025-07-28 06:00:00
2025-07-28 07:00:00,134.87,130.48,63.88,,46.39,89.02,48.41,97.47,2025-07-28 07:00:00
2025-07-28 08:00:00,134.38,134.98,85.74,5.6,54.07,,58.14,99.17,2025-07-28 08:00:00
2025-07-28 09:00:00,138.07,138.74,99.85,5.82,58.36,103.38,63.56,99.91,2025-07-28 09:00:00
2025-07-28 10:00:00,143.41,145.01,103.8,6.59,53.92,111.02,66.01,102.57,2025-07-28 10:00:00
2025-07-28 11:00:00,141.51,147.44,104.18,7.35,57.92,113.57,66.58,103.16,2025-07-28 11:00:00
2025-07-28 12:00:00,149.76,147.21,103.13,,,115.76,65.8,114.39,2025-07-28 12:00:00
2025-07-28 13:00:00,159.91,150.08,,6.42,56.43,124.78,,127.34,2025-07-28 13:00:00
2025-07-28 14:00:00,174.29,149.68,92.82,6.78,56.78,131.83,63.09,133.09,2025-07-28 14:00:00
2025-07-28 15:00:00,166.93,151.27,91.83,,61.57,133.2,,132.98,2025-07-28 15:00:00
2025-07-28 16:00:00,140.76,123.87,97.9,5.67,63.61,117.18,67.08,106.42,2025-07-28 16:00:00
2025-07-28 17:00:00,,,,4.57,58.41,,,,2025-07-28 17:00:00
2025-07-28 18:00:00,125.97,114.85,89.67,,61.51,99.79,56.72,91.92,2025-07-28 18:00:00
2025-07-28 19:00:00,148.79,131.58,99.25,4.92,61.34,123.64,62.64,117.54,2025-07-28 19:00:00
2025-07-28 20:00:00,151.66,129.59,102.26,5.55,59.3,,,,2025-07-28 20:00:00
2025-07-28 21:00:00,156.1,127.96,97.45,5.7,,123.65,63.62,109.19,2025-07-28 21:00:00
2025-07-28 22:00:00,158.22,129.15,88.32,5.84,57.15,127.59,65.48,115.61,2025-07-28 22:00:00
2025-07-28 23:00:00,162.93,133.7,,6.58,55.58,118.99,,123.17,2025-07-28 23:00:00
2025-07-29 00:00:00,167.23,138.62,76.0,6.56,,121.75,59.21,125.63,2025-07-29 00:00:00
2025-07-29 01:00:00,166.95,137.33,71.97,6.9,41.35,124.36,58.36,125.38,2025-07-29 01:00:00
2025-07-29 02:00:00,,129.57,68.35,6.68,39.14,,57.35,,2025-07-29 02:00:00
2025-07-29 03:00:00,160.6,,66.2,6.83,38.75,118.42,56.35,121.7,2025-07-29 03:00:00
2025-07-29 04:00:00,154.06,127.56,63.3,6.61,39.01,110.37,56.0,118.8,2025-07-29 04:00:00
2025-07-29 05:00:00,147.12,,59.96,6.69,38.67,,51.34,100.14,2025-07-29 05:00:00
2025-07-29 06:00:00,,128.76,60.66,5.65,45.43,93.77,,,2025-07-29 06:00:00
2025-07-29 07:00:00,134.76,132.3,64.94,,45.53,93.11,51.52,99.03,2025-07-29 07:00:00
2025-07-29 08:00:00,130.98,133.23,86.77,5.27,50.22,91.18,61.01,100.01,2025-07-29 08:00:00
2025-07-29 09:00:00,141.69,137.13,99.14,6.2,53.07,102.89,66.58,,2025-07-29 09:00:00
2025-07-29 10:00:00,143.85,140.62,100.54,5.11,55.97,105.65,71.6,103.39,2025-07-29 10:00:00
2025-07-29 11:00:00,149.08,146.56,103.29,6.56,56.46,115.26,70.64,110.28,2025-07-29 11:00:00
2025-07-29 12:00:00,157.86,154.66,97.58,5.95,61.48,116.01,72.81,120.88,2025-07-29 12:00:00
2025-07-29 13:00:00,162.57,163.85,,,60.63,127.74,,125.12,2025-07-29 13:00:00
2025-07-29 14:00:00,175.95,160.96,90.21,5.83,60.93,133.45,69.41,132.16,2025-07-29 14:00:00
2025-07-29 15:00:00,174.75,151.92,92.38,5.77,68.07,133.63,69.7,138.55,2025-07-29 15:00:00
2025-07-29 16:00:00,147.53,130.71,99.55,6.24,,124.47,74.75,106.34,2025-07-29 16:00:00
2025-07-29 17:00:00,134.73,,,4.7,67.9,107.23,65.86,,2025-07-29 17:00:00
2025-07-29 18:00:00,,115.86,93.87,,69.89,,,83.35,2025-07-29 18:00:00
2025-07-29 19:00:00,158.19,136.4,104.36,5.49,70.36,124.31,69.64,118.0,2025-07-29 19:00:00
2025-07-29 20:00:00,161.72,134.84,,4.89,68.37,125.81,67.63,114.95,2025-07-29 20:00:00
2025-07-29 21:00:00,170.28,136.24,101.78,5.14,68.79,127.05,,115.14,2025-07-29 21:00:00
2025-07-29 22:00:00,175.03,138.36,92.17,6.45,,129.69,70.1,125.31,2025-07-29 22:00:00
2025-07-29 23:00:00,176.2,146.33,89.7,,62.43,131.52,68.03,130.57,2025-07-29 23:00:00
2025-07-30 00:00:00,180.17,146.18,75.43,6.99,,133.69,63.85,133.28,2025-07-30 00:00:00
2025-07-30 01:00:00,170.51,,71.6,7.38,50.23,132.82,65.13,128.09,2025-07-30 01:00:00
2025-07-30 02:00:00,167.32,143.84,69.55,,48.83,131.05,60.9,127.07,2025-07-30 02:00:00
2025-07-30 03:00:00,,140.18,,6.89,50.67,128.6,58.96,126.07,2025-07-30 03:00:00
2025-07-30 04:00:00,166.49,,67.63,6.89,51.61,123.1,58.67,116.78,2025-07-30 04:00:00
2025-07-30 05:00:00,147.62,131.47,,6.94,50.6,104.17,59.08,,2025-07-30 05:00:00
2025-07-30 06:00:00,144.07,139.6,61.92,,49.35,99.67,,107.57,2025-07-30 06:00:00
2025-07-30 07:00:00,,147.93,70.64,5.41,56.52,,54.98,105.96,2025-07-30 07:00:00
2025-07-30 08:00:00,149.62,156.13,96.84,5.33,64.75,102.43,67.41,110.35,2025-07-30 08:00:00
2025-07-30 09:00:00,156.86,161.55,109.24,5.49,68.94,117.19,76.42,,2025-07-30 09:00:00
2025-07-30 10:00:00,160.64,167.12,110.13,5.99,71.46,127.72,76.56,112.24,2025-07-30 10:00:00
2025-07-30 11:00:00,166.5,167.69,109.59,,73.44,,78.39,117.97,2025-07-30 11:00:00
2025-07-30 12:00:00,172.76,170.56,99.77,5.99,73.41,132.0,,131.49,2025-07-30 12:00:00
2025-07-30 13:00:00,175.5,164.96,,6.06,,136.46,74.8,132.75,2025-07-30 13:00:00
2025-07-30 14:00:00,187.83,,91.2,6.36,69.06,141.29,70.7,139.17,2025-07-30 14:00:00
2025-07-30 15:00:00,186.42,162.31,,6.09,71.3,139.46,72.34,146.24,2025-07-30 15:00:00
2025-07-30 16:00:00,,159.03,97.53,5.98,71.71,129.48,74.9,115.13,2025-07-30 16:00:00
2025-07-30 17:00:00,156.51,,98.08,5.1,,109.91,77.0,,2025-07-30 17:00:00
2025-07-30 18:00:00,140.47,124.99,,5.11,69.04,,,91.53,2025-07-30 18:00:00
2025-07-30 19:00:00,162.57,140.65,102.97,5.17,69.91,121.87,71.08,117.38,2025-07-30 19:00:00
2025-07-30 20:00:00,163.26,,102.06,4.83,66.45,127.43,70.83,116.52,2025-07-30 20:00:00
2025-07-30 21:00:00,170.59,148.66,101.72,4.88,67.49,127.01,69.99,120.18,2025-07-30 21:00:00
2025-07-30 22:00:00,175.92,149.48,103.54,5.93,66.15,132.69,71.65,128.68,2025-07-30 22:00:00
2025-07-30 23:00:00,181.72,153.96,84.5,6.71,55.2,139.06,71.3,135.14,2025-07-30 23:00:00
2025-07-31 00:00:00,180.37,,75.37,7.24,,138.65,70.01,139.47,2025-07-31 00:00:00
2025-07-31 01:00:00,,154.56,,7.41,51.56,,66.74,137.39,2025-07-31 01:00:00
2025-07-31 02:00:00,173.84,142.43,70.56,7.09,,131.86,61.45,135.84,2025-07-31 02:00:00
2025-07-31 03:00:00,,,67.5,7.25,50.57,131.23,60.27,,2025-07-31 03:00:00
2025-07-31 04:00:00,168.21,143.05,61.66,7.18,,120.41,60.91,133.1,2025-07-31 04:00:00
2025-07-31 05:00:00,143.43,138.13,,7.28,48.9,103.66,58.77,124.96,2025-07-31 05:00:00
2025-07-31 06:00:00,,141.93,59.86,6.26,,,56.05,107.82,2025-07-31 06:00:00
2025-07-31 07:00:00,147.63,147.98,66.21,5.86,53.26,102.78,,,2025-07-31 07:00:00
2025-07-31 08:00:00,148.07,151.35,93.45,5.74,60.57,107.3,64.02,112.17,2025-07-31 08:00:00
2025-07-31 09:00:00,151.06,155.47,106.63,5.95,77.67,114.19,71.5,113.15,2025-07-31 09:00:00
2025-07-31 10:00:00,155.72,150.01,110.37,6.62,76.83,118.29,74.12,111.27,2025-07-31 10:00:00
2025-07-31 11:00:00,159.95,153.23,,6.89,,120.88,71.06,117.51,2025-07-31 11:00:00
2025-07-31 12:00:00,167.8,162.96,110.72,6.5,147.15,127.12,74.49,129.56,2025-07-31 12:00:00
2025-07-31 13:00:00,185.91,172.3,101.42,7.02,159.26,138.27,76.78,143.96,2025-07-31 13:00:00
2025-07-31 14:00:00,198.74,,95.29,7.53,160.3,145.64,75.33,147.74,2025-07-31 14:00:00
2025-07-31 15:00:00,201.64,165.43,97.08,6.72,148.57,135.66,74.84,151.06,2025-07-31 15:00:00
2025-07-31 16:00:00,169.71,129.86,97.87,,130.24,129.16,79.15,119.8,2025-07-31 16:00:00
