Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO
2025-04-24 19:00:00,127.09,112.08,89.27,4.22,58.73,101.5,65.47,98.22,2025-04-24 19:00:00
2025-04-24 20:00:00,125.19,109.6,84.99,4.17,57.54,104.86,62.33,92.95,2025-04-24 20:00:00
2025-04-24 21:00:00,,,82.68,,51.58,,,,2025-04-24 21:00:00
2025-04-24 22:00:00,128.05,109.21,78.99,5.79,,104.55,54.98,101.49,2025-04-24 22:00:00
2025-04-24 23:00:00,139.21,115.73,71.63,,52.77,,59.37,112.08,2025-04-24 23:00:00
2025-04-25 00:00:00,146.36,125.26,63.2,7.75,29.27,111.24,54.46,117.6,2025-04-25 00:00:00
2025-04-25 01:00:00,145.35,127.23,63.2,,29.71,116.03,,118.25,2025-04-25 01:00:00
2025-04-25 02:00:00,142.52,121.12,,7.47,32.97,113.05,53.15,112.61,2025-04-25 02:00:00
2025-04-25 03:00:00,135.31,113.37,60.9,,32.14,107.19,52.36,105.9,2025-04-25 03:00:00
2025-04-25 04:00:00,127.93,109.84,57.95,7.28,29.4,102.16,51.3,101.63,2025-04-25 04:00:00
2025-04-25 05:00:00,113.91,105.43,51.14,6.42,27.28,86.59,47.18,95.85,2025-04-25 05:00:00
2025-04-25 06:00:00,,,,,,80.92,,,2025-04-25 06:00:00
2025-04-25 07:00:00,108.33,98.63,49.76,5.76,29.78,81.86,45.59,89.49,2025-04-25 07:00:00
2025-04-25 08:00:00,115.43,106.23,62.79,6.23,50.89,81.24,48.78,98.79,2025-04-25 08:00:00
2025-04-25 09:00:00,120.77,112.28,75.59,,49.87,,54.42,93.59,2025-04-25 09:00:00
2025-04-25 10:00:00,,106.6,80.03,5.83,49.88,84.26,50.06,,2025-04-25 10:00:00
2025-04-25 11:00:00,120.22,103.36,73.46,4.86,,87.35,46.47,93.65,2025-04-25 11:00:00
2025-04-25 12:00:00,122.04,,,5.16,53.07,,,,2025-04-25 12:00:00
2025-04-25 13:00:00,140.15,117.13,73.26,,,97.43,49.12,105.27,2025-04-25 13:00:00
2025-04-25 14:00:00,160.51,130.76,76.97,5.51,57.12,118.67,57.7,120.94,2025-04-25 14:00:00
2025-04-25 15:00:00,156.39,126.55,77.73,5.24,60.65,113.32,60.06,127.02,2025-04-25 15:00:00
2025-04-25 16:00:00,133.12,111.01,81.61,3.53,62.13,95.56,59.84,98.7,2025-04-25 16:00:00
2025-04-25 17:00:00,114.2,96.95,78.15,,60.24,81.4,,73.6,2025-04-25 17:00:00
2025-04-25 18:00:00,,,,3.68,61.13,,55.01,,2025-04-25 18:00:00
2025-04-25 19:00:00,121.06,107.48,83.73,3.87,58.48,96.01,59.53,89.55,2025-04-25 19:00:00
2025-04-25 20:00:00,119.43,,85.84,4.32,,94.47,,86.06,2025-04-25 20:00:00
2025-04-25 21:00:00,121.47,99.29,80.12,,57.85,,56.85,,2025-04-25 21:00:00
2025-04-25 22:00:00,131.43,102.0,77.49,5.19,55.42,94.6,59.36,88.16,2025-04-25 22:00:00
2025-04-25 23:00:00,143.38,110.75,67.58,5.76,51.75,97.72,60.66,108.61,2025-04-25 23:00:00
2025-04-26 00:00:00,142.58,123.39,63.21,5.89,,109.24,,114.22,2025-04-26 00:00:00
2025-04-26 01:00:00,146.91,120.94,62.35,6.75,26.49,112.06,56.82,114.66,2025-04-26 01:00:00
2025-04-26 02:00:00,141.03,118.76,60.44,7.18,,105.77,55.43,113.22,2025-04-26 02:00:00
2025-04-26 03:00:00,136.59,115.54,,6.74,30.89,104.46,,106.16,2025-04-26 03:00:00
2025-04-26 04:00:00,131.97,109.16,59.08,6.84,28.96,100.13,54.66,105.17,2025-04-26 04:00:00
2025-04-26 05:00:00,114.15,102.19,52.11,,,85.35,47.02,89.18,2025-04-26 05:00:00
2025-04-26 06:00:00,,,49.31,5.92,25.31,75.82,,,2025-04-26 06:00:00
2025-04-26 07:00:00,109.65,101.21,,5.92,27.47,,47.71,87.92,2025-04-26 07:00:00
2025-04-26 08:00:00,118.09,110.51,62.9,5.71,47.24,82.5,54.64,95.61,2025-04-26 08:00:00
2025-04-26 09:00:00,,,79.41,,48.3,92.92,59.72,89.43,2025-04-26 09:00:00
2025-04-26 10:00:00,122.83,108.65,84.38,5.58,,,69.19,,2025-04-26 10:00:00
2025-04-26 11:00:00,,110.1,85.35,4.85,56.98,95.83,,86.46,2025-04-26 11:00:00
2025-04-26 12:00:00,128.09,,83.43,,57.13,98.98,74.45,92.99,2025-04-26 12:00:00
2025-04-26 13:00:00,134.26,115.48,77.63,4.69,56.0,,,104.42,2025-04-26 13:00:00
2025-04-26 14:00:00,152.99,126.96,,5.45,,115.29,61.25,122.95,2025-04-26 14:00:00
2025-04-26 15:00:00,151.37,134.67,80.04,,58.36,120.63,69.25,128.98,2025-04-26 15:00:00
2025-04-26 16:00:00,130.68,111.85,84.17,5.1,57.0,101.58,66.35,97.75,2025-04-26 16:00:00
2025-04-26 17:00:00,112.97,101.74,78.52,4.22,59.59,89.93,63.9,,2025-04-26 17:00:00
2025-04-26 18:00:00,,,,,59.62,,64.94,75.76,2025-04-26 18:00:00
2025-04-26 19:00:00,133.03,107.57,87.95,3.96,59.2,103.69,,94.62,2025-04-26 19:00:00
2025-04-26 20:00:00,,109.18,84.38,4.5,,105.31,65.58,99.77,2025-04-26 20:00:00
2025-04-26 21:00:00,133.95,107.25,83.05,,58.98,,,,2025-04-26 21:00:00
2025-04-26 22:00:00,149.71,111.89,82.12,6.23,54.3,105.43,64.44,109.28,2025-04-26 22:00:00
2025-04-26 23:00:00,150.08,120.08,74.37,,52.75,108.9,69.22,116.03,2025-04-26 23:00:00
2025-04-27 00:00:00,150.56,123.67,64.16,7.44,31.86,115.86,59.52,113.88,2025-04-27 00:00:00
2025-04-27 01:00:00,147.98,116.61,61.29,,,114.72,54.95,109.16,2025-04-27 01:00:00
2025-04-27 02:00:00,145.48,,58.16,7.24,29.59,112.56,,104.2,2025-04-27 02:00:00
2025-04-27 03:00:00,138.61,114.22,56.03,,32.65,108.39,55.39,99.2,2025-04-27 03:00:00
2025-04-27 04:00:00,133.66,105.78,56.03,6.72,30.44,100.52,51.59,95.03,2025-04-27 04:00:00
2025-04-27 05:00:00,113.1,,49.38,5.92,30.0,84.04,,81.3,2025-04-27 05:00:00
2025-04-27 06:00:00,103.64,102.15,,5.07,31.2,76.61,65.11,73.42,2025-04-27 06:00:00
2025-04-27 07:00:00,,102.66,52.96,4.29,,,74.94,,2025-04-27 07:00:00
2025-04-27 08:00:00,106.84,107.29,64.9,,46.36,81.42,78.88,72.29,2025-04-27 08:00:00
2025-04-27 09:00:00,107.25,0.26,81.92,0.18,,0.31,85.36,0.21,2025-04-27 09:00:00
2025-04-27 10:00:00,,0.26,87.75,0.18,54.52,0.31,86.31,,2025-04-27 10:00:00
2025-04-27 11:00:00,108.49,0.26,87.29,0.18,,0.31,86.3,0.22,2025-04-27 11:00:00
2025-04-27 12:00:00,117.13,,85.89,0.18,54.92,0.31,83.54,,2025-04-27 12:00:00
2025-04-27 13:00:00,133.1,120.44,,,,,,49.75,2025-04-27 13:00:00
2025-04-27 14:00:00,173.77,141.17,84.8,5.68,54.66,132.59,75.03,132.05,2025-04-27 14:00:00
2025-04-27 15:00:00,171.31,135.22,,6.08,62.08,126.3,85.2,135.94,2025-04-27 15:00:00
2025-04-27 16:00:00,147.06,121.88,86.53,5.48,57.13,111.45,76.45,109.76,2025-04-27 16:00:00
2025-04-27 17:00:00,125.69,100.58,85.23,4.82,,101.21,64.9,86.87,2025-04-27 17:00:00
2025-04-27 18:00:00,,,,,60.54,,62.42,,2025-04-27 18:00:00
2025-04-27 19:00:00,134.8,108.46,93.39,4.69,,108.61,63.8,108.89,2025-04-27 19:00:00
2025-04-27 20:00:00,,114.83,,5.48,60.22,111.22,,107.0,2025-04-27 20:00:00
2025-04-27 21:00:00,137.8,,90.25,5.14,56.87,113.79,61.53,,2025-04-27 21:00:00
2025-04-27 22:00:00,149.8,117.92,83.28,7.59,53.78,,68.1,115.45,2025-04-27 22:00:00
2025-04-27 23:00:00,164.46,129.03,73.61,8.03,54.77,120.93,66.33,127.42,2025-04-27 23:00:00
2025-04-28 00:00:00,161.89,129.37,66.48,,,126.42,,,2025-04-28 00:00:00
2025-04-28 01:00:00,157.36,123.1,64.41,8.03,32.76,123.45,64.1,119.07,2025-04-28 01:00:00
2025-04-28 02:00:00,,120.15,60.69,8.04,32.02,119.37,,110.31,2025-04-28 02:00:00
2025-04-28 03:00:00,154.3,121.67,,,35.08,117.66,56.76,106.38,2025-04-28 03:00:00
2025-04-28 04:00:00,145.8,112.69,59.47,7.76,34.1,109.5,55.74,103.79,2025-04-28 04:00:00
2025-04-28 05:00:00,125.23,104.89,52.14,6.12,33.58,92.64,,88.11,2025-04-28 05:00:00
2025-04-28 06:00:00,106.16,,,4.83,35.45,80.86,61.99,73.73,2025-04-28 06:00:00
2025-04-28 07:00:00,,112.27,50.66,4.5,,,74.58,75.11,2025-04-28 07:00:00
2025-04-28 08:00:00,106.03,119.11,65.26,4.35,51.55,83.85,82.31,,2025-04-28 08:00:00
2025-04-28 09:00:00,116.72,126.67,80.98,4.17,,93.7,86.63,77.67,2025-04-28 09:00:00
2025-04-28 10:00:00,120.28,120.97,90.5,3.87,56.79,100.18,90.78,76.13,2025-04-28 10:00:00
2025-04-28 11:00:00,122.22,,96.46,,62.27,104.26,93.12,,2025-04-28 11:00:00
2025-04-28 12:00:00,130.27,131.15,87.53,5.33,61.76,109.75,90.77,90.16,2025-04-28 12:00:00
2025-04-28 14:00:00,182.73,150.06,85.17,7.35,65.42,133.06,80.06,141.99,2025-04-28 14:00:00
2025-04-28 15:00:00,179.92,139.93,,6.75,66.99,132.21,86.4,144.75,2025-04-28 15:00:00
2025-04-28 16:00:00,156.42,126.64,88.06,6.15,65.51,118.72,81.26,118.5,2025-04-28 16:00:00
2025-04-28 17:00:00,130.86,108.64,85.95,4.82,,106.92,72.81,92.29,2025-04-28 17:00:00
2025-04-28 18:00:00,,,,,62.68,,,,2025-04-28 18:00:00
2025-04-28 19:00:00,142.33,121.02,95.17,4.92,60.93,112.84,69.8,103.7,2025-04-28 19:00:00
2025-04-28 20:00:00,,122.71,89.1,5.13,57.47,115.65,,107.52,2025-04-28 20:00:00
2025-04-28 21:00:00,146.43,120.63,90.71,,,,68.67,110.45,2025-04-28 21:00:00
2025-04-28 22:00:00,154.05,,84.11,5.42,54.29,119.58,67.09,124.56,2025-04-28 22:00:00
2025-04-28 23:00:00,163.25,125.07,74.56,7.41,50.77,118.91,64.47,123.48,2025-04-28 23:00:00
2025-04-29 00:00:00,,130.55,67.06,,,125.38,,120.43,2025-04-29 00:00:00
2025-04-29 01:00:00,164.61,127.74,62.9,8.12,29.96,122.79,63.5,117.15,2025-04-29 01:00:00
2025-04-29 02:00:00,153.61,118.54,59.37,7.76,32.62,116.61,57.35,110.26,2025-04-29 02:00:00
2025-04-29 03:00:00,148.97,,56.6,7.32,32.15,,56.62,109.0,2025-04-29 03:00:00
2025-04-29 04:00:00,145.29,118.32,55.64,7.06,,113.88,55.48,103.22,2025-04-29 04:00:00
2025-04-29 05:00:00,120.21,104.4,53.13,6.9,31.45,89.26,,88.07,2025-04-29 05:00:00
2025-04-29 06:00:00,110.64,,,5.98,,77.57,60.47,74.91,2025-04-29 06:00:00
2025-04-29 07:00:00,,107.0,50.99,,30.95,,73.87,,2025-04-29 07:00:00
2025-04-29 08:00:00,114.34,113.5,68.38,5.16,48.43,84.29,84.47,76.01,2025-04-29 08:00:00
2025-04-29 09:00:00,117.68,114.58,82.25,5.16,53.37,89.36,88.44,,2025-04-29 09:00:00
2025-04-29 10:00:00,121.95,119.32,84.61,,54.95,97.59,,74.93,2025-04-29 10:00:00
2025-04-29 11:00:00,,120.59,85.32,4.8,60.43,,90.33,76.32,2025-04-29 11:00:00
2025-04-29 12:00:00,130.61,124.44,87.75,5.36,62.14,109.81,89.75,85.23,2025-04-29 12:00:00
2025-04-29 13:00:00,147.79,138.64,82.39,,,,,107.25,2025-04-29 13:00:00
2025-04-29 14:00:00,180.8,149.29,82.99,6.61,67.28,135.21,86.9,137.95,2025-04-29 14:00:00
2025-04-29 15:00:00,186.32,143.16,,5.76,68.38,133.92,86.44,143.72,2025-04-29 15:00:00
2025-04-29 16:00:00,162.0,127.94,87.48,5.27,67.78,122.06,83.51,114.97,2025-04-29 16:00:00
2025-04-29 17:00:00,137.31,107.76,88.26,3.94,68.07,107.63,69.17,94.3,2025-04-29 17:00:00
2025-04-29 18:00:00,,,,4.19,67.96,,,,2025-04-29 18:00:00
2025-04-29 19:00:00,149.3,114.54,90.98,4.13,63.2,108.9,64.66,110.06,2025-04-29 19:00:00
2025-04-29 20:00:00,148.98,,,4.42,60.52,110.61,70.51,,2025-04-29 20:00:00
2025-04-29 21:00:00,,117.75,91.0,,59.21,,,107.36,2025-04-29 21:00:00
2025-04-29 22:00:00,160.11,126.68,85.8,6.14,56.65,112.23,63.85,123.05,2025-04-29 22:00:00
2025-04-29 23:00:00,165.08,138.24,77.29,6.23,55.65,126.8,67.44,127.42,2025-04-29 23:00:00
2025-04-30 00:00:00,167.91,136.62,65.63,7.66,,127.64,65.19,125.64,2025-04-30 00:00:00
2025-04-30 01:00:00,158.47,130.41,63.74,7.91,32.01,123.59,61.7,122.67,2025-04-30 01:00:00
2025-04-30 02:00:00,156.03,125.78,60.72,8.54,29.52,118.63,58.57,117.65,2025-04-30 02:00:00
2025-04-30 03:00:00,,115.23,58.58,6.83,31.03,111.63,56.62,108.31,2025-04-30 03:00:00
2025-04-30 04:00:00,147.78,113.66,54.88,,,103.6,52.21,103.17,2025-04-30 04:00:00
2025-04-30 05:00:00,120.8,,51.45,6.78,32.08,90.74,,91.12,2025-04-30 05:00:00
2025-04-30 06:00:00,110.95,107.79,,4.53,,77.98,61.23,79.25,2025-04-30 06:00:00
2025-04-30 07:00:00,,117.38,50.88,,31.36,,76.69,,2025-04-30 07:00:00
2025-04-30 08:00:00,113.98,122.58,64.84,4.8,45.56,82.96,83.63,82.37,2025-04-30 08:00:00
2025-04-30 09:00:00,120.8,124.91,93.42,5.26,48.71,92.22,91.92,84.07,2025-04-30 09:00:00
2025-04-30 10:00:00,126.35,,91.88,4.8,51.27,101.24,91.69,,2025-04-30 10:00:00
2025-04-30 11:00:00,125.21,132.02,87.18,4.94,58.11,,92.48,80.89,2025-04-30 11:00:00
2025-04-30 12:00:00,141.23,134.52,86.78,,58.0,109.49,93.42,95.89,2025-04-30 12:00:00
2025-04-30 13:00:00,156.77,154.99,84.98,5.22,,113.09,83.0,115.24,2025-04-30 13:00:00
2025-04-30 14:00:00,187.51,162.02,89.81,6.71,58.46,136.34,90.12,144.6,2025-04-30 14:00:00
2025-04-30 15:00:00,187.55,156.23,,5.92,,140.07,89.11,152.39,2025-04-30 15:00:00
2025-04-30 16:00:00,162.09,133.98,92.57,4.94,61.8,122.33,85.32,126.36,2025-04-30 16:00:00
2025-04-30 17:00:00,137.16,113.44,87.26,5.07,58.99,107.71,78.49,96.71,2025-04-30 17:00:00
2025-04-30 18:00:00,,,92.39,4.79,62.65,,,,2025-04-30 18:00:00
2025-04-30 19:00:00,158.91,121.79,94.75,,,122.49,72.34,119.95,2025-04-30 19:00:00
2025-04-30 20:00:00,,130.01,,4.59,57.26,,71.36,114.95,2025-04-30 20:00:00
2025-04-30 21:00:00,161.49,,92.41,5.01,57.32,121.47,,,2025-04-30 21:00:00
2025-04-30 22:00:00,167.99,126.95,85.04,6.75,55.26,,74.56,127.87,2025-04-30 22:00:00
2025-04-30 23:00:00,175.57,135.4,80.41,,54.39,125.69,67.59,134.54,2025-04-30 23:00:00
2025-05-01 00:00:00,175.91,139.53,68.07,7.71,43.77,133.1,65.32,133.19,2025-05-01 00:00:00
2025-05-01 01:00:00,169.53,133.35,65.33,8.73,46.28,127.37,62.36,128.34,2025-05-01 01:00:00
2025-05-01 02:00:00,166.95,128.81,63.06,7.73,,125.7,59.58,119.89,2025-05-01 02:00:00
2025-05-01 03:00:00,158.37,123.17,60.44,,42.19,120.85,,,2025-05-01 03:00:00
2025-05-01 04:00:00,148.92,116.75,57.86,7.28,45.43,111.63,57.32,115.61,2025-05-01 04:00:00
2025-05-01 05:00:00,126.38,,53.57,6.09,34.91,93.7,,99.83,2025-05-01 05:00:00
2025-05-01 06:00:00,113.75,107.89,,5.43,36.97,80.5,59.68,83.91,2025-05-01 06:00:00
2025-05-01 07:00:00,,113.52,53.85,,,,72.72,,2025-05-01 07:00:00
2025-05-01 08:00:00,121.78,119.04,67.0,4.39,44.94,83.81,82.05,81.27,2025-05-01 08:00:00
2025-05-01 09:00:00,124.74,127.02,87.31,5.36,52.56,91.29,88.49,82.12,2025-05-01 09:00:00
2025-05-01 10:00:00,129.63,,89.65,5.07,55.78,101.4,91.18,,2025-05-01 10:00:00
2025-05-01 11:00:00,,125.38,,,56.12,,,82.88,2025-05-01 11:00:00
2025-05-01 12:00:00,140.65,130.02,88.86,5.61,59.27,104.89,93.91,95.01,2025-05-01 12:00:00
2025-05-01 13:00:00,164.33,147.9,,6.69,,112.75,85.43,116.01,2025-05-01 13:00:00
2025-05-01 14:00:00,190.2,158.85,82.99,6.99,58.23,136.37,,143.85,2025-05-01 14:00:00
2025-05-01 15:00:00,188.59,152.48,86.84,,61.72,136.97,94.87,151.65,2025-05-01 15:00:00
2025-05-01 16:00:00,162.98,135.05,94.16,5.57,63.11,120.77,91.01,124.74,2025-05-01 16:00:00
2025-05-01 17:00:00,129.98,114.41,87.28,,60.98,104.18,76.86,89.59,2025-05-01 17:00:00
2025-05-01 18:00:00,,,,4.41,58.02,,,,2025-05-01 18:00:00
2025-05-01 19:00:00,138.74,119.52,95.47,5.79,56.03,111.76,68.86,109.31,2025-05-01 19:00:00
2025-05-01 20:00:00,,,,4.57,57.75,117.63,66.76,104.99,2025-05-01 20:00:00
2025-05-01 21:00:00,136.85,118.67,91.57,,52.37,,,,2025-05-01 21:00:00
2025-05-01 22:00:00,145.24,120.81,88.41,5.58,53.63,109.81,70.45,110.81,2025-05-01 22:00:00
2025-05-01 23:00:00,159.92,130.2,80.14,6.81,50.82,117.27,,123.97,2025-05-01 23:00:00
2025-05-02 00:00:00,171.1,138.23,73.2,7.82,41.66,128.31,69.71,132.56,2025-05-02 00:00:00
2025-05-02 01:00:00,168.14,134.99,71.6,8.23,,126.16,61.82,127.65,2025-05-02 01:00:00
2025-05-02 02:00:00,161.67,125.82,66.15,7.78,42.79,123.15,,123.55,2025-05-02 02:00:00
2025-05-02 03:00:00,,,61.66,,,120.25,61.35,119.74,2025-05-02 03:00:00
2025-05-02 04:00:00,156.63,125.47,59.4,7.53,41.59,111.2,57.01,113.98,2025-05-02 04:00:00
2025-05-02 05:00:00,134.27,112.04,55.97,6.67,41.75,94.71,53.07,102.22,2025-05-02 05:00:00
2025-05-02 06:00:00,,,,6.55,,,,,2025-05-02 06:00:00
2025-05-02 07:00:00,133.04,109.69,53.69,6.39,40.87,87.75,53.48,103.14,2025-05-02 07:00:00
2025-05-02 08:00:00,135.36,112.87,67.31,5.51,52.34,88.9,60.31,112.9,2025-05-02 08:00:00
2025-05-02 09:00:00,138.07,117.25,83.81,5.22,56.74,92.3,67.78,,2025-05-02 09:00:00
2025-05-02 10:00:00,149.04,121.82,91.81,6.01,58.55,103.91,66.48,108.83,2025-05-02 10:00:00
2025-05-02 11:00:00,143.84,115.81,86.44,5.9,,100.23,59.61,106.18,2025-05-02 11:00:00
2025-05-02 12:00:00,,,,5.24,58.57,,,,2025-05-02 12:00:00
2025-05-02 13:00:00,165.42,128.65,83.88,5.51,61.51,111.76,59.64,120.06,2025-05-02 13:00:00
2025-05-02 14:00:00,178.95,144.35,83.5,,63.49,129.69,65.73,141.29,2025-05-02 14:00:00
2025-05-02 15:00:00,184.36,145.57,,6.24,,131.8,71.53,152.06,2025-05-02 15:00:00
2025-05-02 16:00:00,154.03,122.83,95.66,4.67,64.44,122.14,74.26,119.65,2025-05-02 16:00:00
2025-05-02 17:00:00,135.8,104.92,90.11,,63.88,99.83,72.64,90.47,2025-05-02 17:00:00
2025-05-02 18:00:00,,,,3.5,,,,,2025-05-02 18:00:00
2025-05-02 19:00:00,144.01,117.69,100.35,4.83,64.54,110.28,72.15,109.96,2025-05-02 19:00:00
2025-05-02 20:00:00,143.65,120.84,,4.86,61.28,112.65,70.58,102.82,2025-05-02 20:00:00
2025-05-02 21:00:00,144.26,120.52,97.47,,56.76,,63.9,,2025-05-02 21:00:00
2025-05-02 22:00:00,149.74,,90.65,4.78,57.91,107.48,,109.37,2025-05-02 22:00:00
2025-05-02 23:00:00,164.54,139.6,80.13,5.14,55.92,113.65,65.89,122.88,2025-05-02 23:00:00
2025-05-03 00:00:00,172.16,,69.99,6.18,37.94,124.82,69.77,133.92,2025-05-03 00:00:00
2025-05-03 01:00:00,175.1,141.3,70.78,7.65,,133.83,63.77,134.68,2025-05-03 01:00:00
2025-05-03 02:00:00,167.13,140.23,66.51,8.14,37.85,125.76,62.57,127.24,2025-05-03 02:00:00
2025-05-03 03:00:00,163.34,132.6,63.23,,38.5,121.31,59.93,,2025-05-03 03:00:00
2025-05-03 04:00:00,152.66,124.06,60.4,7.95,,113.32,56.93,122.64,2025-05-03 04:00:00
2025-05-03 05:00:00,135.42,116.86,55.8,6.77,39.14,97.99,54.27,105.8,2025-05-03 05:00:00
2025-05-03 06:00:00,,116.3,,6.86,36.55,89.18,,,2025-05-03 06:00:00
2025-05-03 07:00:00,134.05,,57.98,,,,56.94,103.16,2025-05-03 07:00:00
2025-05-03 08:00:00,147.71,126.45,71.28,6.62,50.33,95.12,64.62,109.22,2025-05-03 08:00:00
2025-05-03 09:00:00,,128.15,88.64,5.93,53.57,102.21,71.16,109.57,2025-05-03 09:00:00
2025-05-03 10:00:00,149.45,132.85,94.6,,60.03,,76.17,,2025-05-03 10:00:00
2025-05-03 11:00:00,145.46,131.08,101.83,5.08,,107.2,,107.82,2025-05-03 11:00:00
2025-05-03 12:00:00,157.54,136.1,,5.93,60.81,114.83,74.37,118.72,2025-05-03 12:00:00
2025-05-03 13:00:00,168.16,140.37,99.54,6.27,,,,125.47,2025-05-03 13:00:00
2025-05-03 14:00:00,188.71,153.92,91.47,6.45,66.62,130.01,69.63,141.49,2025-05-03 14:00:00
2025-05-03 15:00:00,187.33,156.76,94.02,6.49,71.97,139.33,74.27,147.56,2025-05-03 15:00:00
2025-05-03 16:00:00,160.0,131.43,,5.04,69.2,122.8,74.91,116.03,2025-05-03 16:00:00
2025-05-03 17:00:00,137.99,106.32,97.14,4.5,66.04,105.18,66.83,88.99,2025-05-03 17:00:00
2025-05-03 18:00:00,,,,4.5,,,,,2025-05-03 18:00:00
2025-05-03 19:00:00,154.93,127.01,94.63,4.85,66.42,117.47,72.0,113.1,2025-05-03 19:00:00
2025-05-03 20:00:00,,130.17,94.31,,67.72,120.65,72.88,,2025-05-03 20:00:00
2025-05-03 21:00:00,156.07,,93.45,5.39,63.31,,,116.42,2025-05-03 21:00:00
2025-05-03 22:00:00,159.78,129.38,90.38,6.69,56.74,125.01,74.52,125.01,2025-05-03 22:00:00
2025-05-03 23:00:00,172.27,141.49,83.0,,52.31,,71.18,130.68,2025-05-03 23:00:00
2025-05-04 00:00:00,173.84,,71.91,8.04,,129.53,64.75,128.15,2025-05-04 00:00:00
2025-05-04 01:00:00,167.6,138.74,67.15,7.6,39.68,129.5,63.85,123.74,2025-05-04 01:00:00
2025-05-04 02:00:00,160.8,125.31,61.76,7.53,39.39,123.17,57.66,118.13,2025-05-04 02:00:00
2025-05-04 03:00:00,156.44,,61.67,,,,57.19,,2025-05-04 03:00:00
2025-05-04 04:00:00,147.63,127.34,59.9,7.19,40.96,117.78,,116.02,2025-05-04 04:00:00
2025-05-04 05:00:00,132.24,,54.46,6.31,41.56,95.97,53.31,95.22,2025-05-04 05:00:00
2025-05-04 06:00:00,114.76,114.04,,5.29,40.34,86.15,60.72,82.01,2025-05-04 06:00:00
2025-05-04 07:00:00,,122.83,54.58,,,,77.32,77.89,2025-05-04 07:00:00
2025-05-04 08:00:00,119.68,128.37,72.18,4.98,54.44,85.64,81.38,,2025-05-04 08:00:00
2025-05-04 09:00:00,127.81,133.28,87.78,5.36,56.93,101.14,91.25,80.89,2025-05-04 09:00:00
2025-05-04 10:00:00,127.89,,93.97,,59.65,104.17,,,2025-05-04 10:00:00
2025-05-04 11:00:00,,133.29,99.55,5.16,58.36,112.04,97.28,87.09,2025-05-04 11:00:00
2025-05-04 12:00:00,142.74,142.23,97.03,6.62,59.97,116.37,,97.93,2025-05-04 12:00:00
2025-05-04 13:00:00,167.97,153.24,96.9,6.64,66.29,,97.24,122.13,2025-05-04 13:00:00
2025-05-04 14:00:00,192.62,162.15,91.66,7.25,61.94,138.36,,145.44,2025-05-04 14:00:00
2025-05-04 15:00:00,190.32,155.53,,8.19,,142.51,95.95,155.95,2025-05-04 15:00:00
2025-05-04 16:00:00,168.26,134.13,92.68,6.24,64.87,123.24,89.11,129.64,2025-05-04 16:00:00
2025-05-04 17:00:00,149.29,114.67,,5.38,59.99,111.26,79.18,98.06,2025-05-04 17:00:00
2025-05-04 18:00:00,,,91.53,,,,,,2025-05-04 18:00:00
2025-05-04 19:00:00,152.39,124.5,94.0,4.35,62.98,120.71,72.88,116.62,2025-05-04 19:00:00
2025-05-04 20:00:00,,128.72,96.84,4.98,59.96,125.69,70.65,116.24,2025-05-04 20:00:00
2025-05-04 21:00:00,158.66,134.89,96.89,6.96,,,72.48,,2025-05-04 21:00:00
2025-05-04 22:00:00,176.73,138.49,91.69,,55.51,130.1,73.2,129.39,2025-05-04 22:00:00
2025-05-04 23:00:00,175.51,141.49,80.97,7.62,51.04,130.01,71.75,129.78,2025-05-04 23:00:00
2025-05-05 00:00:00,178.6,143.25,70.48,8.73,45.82,133.47,,128.09,2025-05-05 00:00:00
2025-05-05 01:00:00,172.86,137.8,66.9,8.09,,131.26,62.38,127.74,2025-05-05 01:00:00
2025-05-05 02:00:00,165.23,128.22,62.93,7.73,42.94,126.46,56.97,122.22,2025-05-05 02:00:00
2025-05-05 03:00:00,163.76,127.59,59.49,,45.72,122.3,57.53,116.52,2025-05-05 03:00:00
2025-05-05 04:00:00,150.74,122.64,58.17,7.57,,117.84,52.19,112.96,2025-05-05 04:00:00
2025-05-05 05:00:00,129.1,113.02,54.92,6.99,38.69,95.75,,95.97,2025-05-05 05:00:00
2025-05-05 06:00:00,115.99,,,5.49,36.86,,63.09,82.66,2025-05-05 06:00:00
2025-05-05 07:00:00,,116.42,54.8,5.32,,83.19,78.83,78.99,2025-05-05 07:00:00
2025-05-05 08:00:00,113.32,123.45,68.15,,47.18,91.59,84.8,,2025-05-05 08:00:00
2025-05-05 09:00:00,125.07,133.25,86.36,5.54,52.14,97.97,88.93,79.4,2025-05-05 09:00:00
2025-05-05 10:00:00,,133.86,97.58,5.24,56.71,109.16,98.41,81.64,2025-05-05 10:00:00
2025-05-05 11:00:00,126.51,137.73,95.25,,,112.72,,,2025-05-05 11:00:00
2025-05-05 12:00:00,140.94,140.86,94.56,5.16,59.89,119.45,96.48,95.19,2025-05-05 12:00:00
2025-05-05 13:00:00,159.95,155.12,88.25,,,,87.4,122.58,2025-05-05 13:00:00
