,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
2025-07-16 21,,,103.28,5.00,72.10,123.01,68.72,118.50
2025-07-16 22,171.96,144.07,99.48,7.47,68.45,127.87,69.51,123.34
2025-07-16 23,180.30,153.18,78.46,7.97,65.48,135.37,,134.98
2025-07-17 00,179.17,145.77,74.21,7.43,55.68,137.31,66.08,137.29
2025-07-17 01,176.67,,71.69,,,135.18,63.31,131.72
2025-07-17 02,172.65,145.77,,7.32,50.82,132.41,,
2025-07-17 03,171.04,146.09,71.43,7.37,54.00,131.24,62.05,130.30
2025-07-17 04,163.97,146.65,69.10,7.13,53.47,126.63,59.99,132.79
2025-07-17 05,148.32,,,8.07,50.92,109.35,59.64,
2025-07-17 06,,144.81,64.37,6.43,50.19,,57.88,115.32
2025-07-17 07,149.49,150.71,68.44,6.68,53.57,106.35,58.63,111.29
2025-07-17 08,150.62,148.99,95.42,5.77,61.16,106.04,65.45,116.23
2025-07-17 09,150.81,156.67,104.56,6.93,68.03,120.93,70.26,114.28
2025-07-17 10,156.63,,108.93,,66.83,120.34,72.29,
2025-07-17 11,163.04,155.70,110.72,6.87,68.07,124.25,73.33,120.41
2025-07-17 12,174.88,170.03,109.19,6.55,70.10,129.80,74.34,141.11
2025-07-17 13,188.34,,93.80,7.44,68.45,134.35,,148.32
2025-07-17 14,193.25,166.81,93.52,6.71,67.61,137.50,70.18,147.06
2025-07-17 15,176.07,163.15,,7.46,69.93,129.26,70.26,149.67
2025-07-17 16,,155.78,97.49,6.31,66.05,123.75,73.58,114.47
2025-07-17 17,160.13,,,5.16,63.43,105.85,,
2025-07-17 18,142.20,121.69,98.13,4.89,66.55,,69.47,98.16
2025-07-17 19,169.20,146.24,110.73,6.65,69.95,123.75,77.74,122.96
2025-07-17 20,172.64,146.02,112.89,6.91,70.26,125.66,73.99,122.73
2025-07-17 21,172.58,145.85,106.48,6.55,71.00,125.94,,119.89
2025-07-17 22,174.50,147.41,99.04,8.53,,131.11,70.26,129.59
2025-07-17 23,188.55,155.32,87.95,,64.92,137.25,,139.77
2025-07-18 00,188.56,158.31,,7.66,,139.94,69.47,141.36
2025-07-18 01,181.71,,77.00,8.07,57.83,141.67,,
2025-07-18 02,176.26,152.55,76.42,8.41,,,63.18,137.55
2025-07-18 03,,151.81,74.33,8.34,55.09,137.38,62.74,136.34
2025-07-18 04,172.90,,71.14,8.16,55.62,133.67,64.07,134.54
2025-07-18 05,157.17,145.83,,7.93,53.51,115.30,,116.52
2025-07-18 06,158.09,136.97,65.86,7.41,51.37,,56.85,
2025-07-18 07,,137.11,70.62,7.13,52.41,105.84,57.45,113.15
2025-07-18 08,155.47,140.82,93.87,6.42,58.86,106.23,65.04,116.88
2025-07-18 09,157.30,145.07,103.28,7.53,63.24,114.23,74.15,119.81
2025-07-18 10,159.78,148.70,106.94,7.69,65.38,118.83,,125.67
2025-07-18 11,159.69,145.03,97.96,7.06,67.00,121.50,72.92,126.42
2025-07-18 12,163.50,138.30,,7.34,71.06,,,126.61
2025-07-18 13,178.66,148.80,96.83,7.41,70.95,128.74,69.28,135.69
2025-07-18 14,187.23,156.82,,7.35,68.04,134.20,70.70,146.42
2025-07-18 15,177.21,158.91,92.82,6.89,69.07,134.36,73.10,151.60
2025-07-18 16,149.57,153.52,100.02,4.94,70.01,122.99,78.47,118.86
2025-07-18 17,,,102.48,,67.40,103.14,69.07,
2025-07-18 18,133.86,122.20,97.66,4.45,66.43,,,91.47
2025-07-18 19,153.30,133.06,109.75,4.50,70.97,114.79,75.22,113.93
2025-07-18 20,154.55,135.30,111.89,5.74,70.07,117.84,,
2025-07-18 21,163.19,,101.65,,69.36,,69.26,112.27
2025-07-18 22,167.12,131.52,,7.25,64.38,119.20,71.69,121.28
2025-07-18 23,178.01,138.10,95.19,7.21,63.93,126.35,68.88,128.54
2025-07-19 00,177.25,151.06,77.45,8.09,55.36,130.57,65.94,129.64
2025-07-19 01,,,,,51.08,131.72,62.54,132.97
2025-07-19 02,171.01,147.09,74.02,7.94,51.23,,61.17,130.86
2025-07-19 03,172.83,142.68,,7.98,50.82,127.71,,
2025-07-19 04,160.32,140.23,72.56,8.10,,115.71,62.46,128.31
2025-07-19 05,,128.81,,7.73,48.68,103.03,60.63,117.95
2025-07-19 06,146.86,,63.20,6.65,49.59,,59.40,107.83
2025-07-19 07,147.82,132.98,67.87,6.77,,96.84,60.05,103.79
2025-07-19 08,145.82,135.22,94.24,6.40,57.06,99.91,68.88,110.88
2025-07-19 09,150.86,136.95,102.63,6.11,60.24,111.65,76.00,111.76
2025-07-19 10,153.29,134.49,104.04,,68.86,114.76,76.03,108.93
2025-07-19 11,158.37,137.32,104.86,5.96,69.79,122.36,76.01,114.58
2025-07-19 12,167.23,147.22,104.29,6.71,70.21,124.79,77.71,126.33
2025-07-19 13,171.89,,,6.50,69.89,121.56,,137.66
2025-07-19 14,185.28,150.78,95.50,6.18,68.12,128.03,71.79,141.61
2025-07-19 15,188.01,155.76,,5.83,71.34,130.57,73.01,144.75
2025-07-19 16,150.49,125.13,98.02,4.97,70.75,,74.94,108.71
2025-07-19 17,132.41,118.77,,4.34,69.29,118.92,,
2025-07-19 18,,,90.82,4.06,69.98,,62.83,90.25
2025-07-19 19,164.68,136.84,106.22,4.79,70.39,116.23,66.40,120.34
2025-07-19 20,170.66,135.24,,5.83,66.87,118.94,67.53,118.20
2025-07-19 21,169.24,134.24,101.39,6.11,64.31,120.00,65.25,
2025-07-19 22,169.47,137.57,,6.45,,120.30,69.11,127.93
2025-07-19 23,175.93,142.34,93.34,7.88,64.43,121.00,68.69,131.42
2025-07-20 00,177.84,138.83,,7.66,,128.38,67.05,132.85
2025-07-20 01,,,73.38,6.96,53.62,,,127.05
2025-07-20 02,167.03,137.70,72.25,,57.18,124.36,58.57,123.62
2025-07-20 03,162.69,132.60,,6.84,,121.70,,
2025-07-20 04,156.29,126.26,67.21,7.00,56.88,111.22,57.16,125.01
2025-07-20 05,145.22,,,7.51,51.80,99.64,54.23,118.00
2025-07-20 06,,134.96,63.25,,48.36,95.63,,107.39
2025-07-20 07,144.63,140.22,69.13,5.48,52.36,,55.93,101.22
2025-07-20 08,143.44,142.90,87.81,5.35,57.25,96.65,63.30,103.29
2025-07-20 09,148.37,146.20,104.34,6.50,61.60,106.62,70.53,105.00
2025-07-20 10,153.38,150.20,108.39,6.34,62.90,116.06,74.70,107.88
2025-07-20 11,155.13,152.33,,6.55,70.08,117.76,74.26,110.44
2025-07-20 12,170.29,155.72,104.70,6.18,73.58,120.85,70.78,131.81
2025-07-20 13,181.69,158.30,102.19,6.06,,127.20,74.08,138.39
2025-07-20 14,192.06,157.15,93.04,6.28,71.36,133.48,74.17,142.45
2025-07-20 15,198.44,144.38,92.64,,73.89,122.14,73.87,142.96
2025-07-20 16,163.12,,101.43,5.24,73.55,118.04,75.91,112.97
2025-07-20 17,,131.62,101.34,4.29,73.22,103.61,70.58,
2025-07-20 18,148.10,117.34,95.83,4.28,69.82,,,91.35
2025-07-20 19,175.39,136.51,104.70,4.95,,118.44,74.71,124.24
2025-07-20 20,175.64,138.05,105.59,4.53,70.37,119.24,72.44,121.67
2025-07-20 21,168.60,,98.66,5.87,72.60,120.90,,
2025-07-20 22,177.25,132.84,99.83,5.79,65.70,125.63,71.71,128.21
2025-07-20 23,177.75,139.40,80.92,7.50,65.50,,,133.53
2025-07-21 00,179.00,140.12,,7.78,,130.54,65.42,
2025-07-21 01,177.49,140.94,76.34,7.35,52.44,129.53,,133.04
2025-07-21 02,,140.95,,,53.89,,59.61,
2025-07-21 03,171.41,138.24,70.96,7.46,53.70,127.87,59.12,127.07
2025-07-21 04,169.11,133.63,66.01,7.63,51.83,125.37,57.67,129.56
2025-07-21 05,146.58,128.08,,7.40,51.71,103.61,,111.48
2025-07-21 06,,129.19,63.56,6.36,51.23,,55.27,105.34
2025-07-21 07,145.03,133.13,68.84,,51.24,101.91,54.66,
2025-07-21 08,148.99,136.35,90.72,5.82,56.44,103.33,61.13,107.35
2025-07-21 09,155.44,145.03,102.67,5.79,61.31,112.68,68.02,110.13
2025-07-21 10,155.70,150.52,105.41,5.61,63.85,117.59,71.14,111.14
2025-07-21 11,160.39,154.61,106.79,5.08,64.09,120.30,72.54,116.65
2025-07-21 12,167.44,159.22,105.77,6.08,67.05,122.07,73.82,132.54
2025-07-21 13,178.89,161.99,,6.43,66.39,129.98,,141.55
2025-07-21 14,185.97,,95.57,6.67,68.53,133.13,66.80,145.66
2025-07-21 15,187.54,156.83,,7.00,,120.34,66.98,147.76
2025-07-21 16,,126.13,95.79,6.30,71.77,115.95,69.35,116.69
2025-07-21 17,154.36,,90.37,,68.19,100.10,69.77,96.45
2025-07-21 18,,119.43,,4.69,70.81,,67.84,
2025-07-21 19,164.61,139.53,101.72,5.08,,115.27,69.89,121.51
2025-07-21 20,170.76,137.25,100.89,5.71,69.70,,69.26,113.13
2025-07-21 21,168.29,138.29,97.69,4.63,,112.37,68.18,
2025-07-21 22,170.37,,90.55,6.17,65.09,118.22,68.06,121.16
2025-07-21 23,175.45,141.35,78.59,6.80,60.79,121.25,66.36,131.65
2025-07-22 00,175.42,140.19,,7.38,51.18,129.76,,131.94
2025-07-22 01,166.38,140.50,70.70,7.50,,,59.12,127.21
2025-07-22 02,,,69.61,,50.42,126.05,55.48,
2025-07-22 03,162.66,136.91,,6.97,52.87,124.05,56.24,127.17
2025-07-22 04,148.35,137.39,65.44,7.03,52.62,110.07,57.79,121.35
2025-07-22 05,137.31,,63.64,7.24,,,55.61,105.50
2025-07-22 06,,132.49,61.26,6.30,43.21,95.86,51.48,
2025-07-22 07,135.01,136.88,66.36,,49.87,93.04,53.75,103.38
2025-07-22 08,137.77,142.10,88.80,5.57,55.29,94.08,62.77,107.10
2025-07-22 09,145.55,145.42,102.85,6.21,58.26,106.69,68.09,
2025-07-22 10,146.80,146.46,,4.85,59.75,110.57,71.97,106.48
2025-07-22 11,146.80,147.25,99.79,,63.36,111.68,69.33,110.82
2025-07-22 12,166.53,152.28,92.70,5.98,72.72,115.73,69.95,122.26
2025-07-22 13,169.21,155.50,,6.17,,120.87,71.09,127.94
2025-07-22 14,178.21,150.25,87.69,6.39,69.52,125.91,64.90,136.87
2025-07-22 15,178.64,149.08,,5.49,,125.45,65.55,138.77
2025-07-22 16,145.61,129.70,94.09,4.82,70.34,115.39,68.92,109.22
2025-07-22 17,,,93.97,,,,66.52,91.15
2025-07-22 18,137.10,111.52,87.43,4.79,68.38,97.33,,
2025-07-22 19,157.49,131.37,100.99,4.86,66.70,114.50,64.28,118.23
2025-07-22 20,157.10,126.74,101.68,5.65,66.73,,67.65,
2025-07-22 21,155.60,126.07,,6.14,61.60,115.01,66.58,113.38
2025-07-22 22,163.64,125.73,93.14,5.70,64.15,113.00,69.58,122.74
2025-07-22 23,169.72,134.11,88.92,7.10,55.93,119.01,,128.21
2025-07-23 00,173.74,136.15,69.93,7.25,,123.71,63.40,131.53
2025-07-23 01,170.72,136.95,,7.37,51.33,122.63,59.75,
2025-07-23 02,164.80,133.75,69.70,,52.55,,,126.29
2025-07-23 03,162.75,133.06,67.94,7.25,52.02,121.67,56.49,125.72
2025-07-23 04,161.36,130.43,63.06,7.32,49.95,109.00,56.30,115.77
2025-07-23 05,140.10,122.25,,6.34,,,,103.80
2025-07-23 06,,129.66,59.77,5.43,47.64,95.50,51.51,
2025-07-23 07,137.28,133.41,64.56,,49.47,91.19,53.63,101.68
2025-07-23 08,,134.76,84.55,5.49,53.86,92.38,63.61,104.55
2025-07-23 09,143.14,139.99,100.07,5.35,66.27,103.96,67.99,103.96
2025-07-23 10,145.77,144.79,101.72,,66.99,109.94,69.60,104.97
2025-07-23 11,143.97,146.17,102.12,5.83,68.88,112.49,77.52,111.20
2025-07-23 12,157.83,157.43,96.38,6.56,69.08,114.69,84.42,126.99
2025-07-23 13,172.51,159.64,,6.52,68.34,119.65,,135.50
2025-07-23 14,185.32,148.44,89.43,6.68,69.32,128.25,77.73,143.49
2025-07-23 15,183.48,,90.56,,71.69,130.92,78.88,144.16
2025-07-23 16,152.41,143.57,97.05,5.77,72.59,118.82,74.77,110.97
2025-07-23 17,,128.28,,4.70,71.27,,74.71,92.20
2025-07-23 18,128.08,109.50,94.30,,73.39,97.99,,
2025-07-23 19,155.59,129.34,102.28,4.95,,116.53,71.60,117.63
2025-07-23 20,157.14,126.92,102.44,5.23,71.84,,,119.61
2025-07-23 21,163.56,122.41,100.67,5.05,71.11,116.55,70.04,121.04
2025-07-23 22,172.05,124.18,98.85,6.50,,120.00,68.31,125.04
2025-07-23 23,174.81,136.51,82.27,6.87,66.37,120.12,68.12,132.69
2025-07-24 00,170.41,142.23,73.89,7.08,,126.44,64.27,135.97
2025-07-24 01,169.58,140.82,,7.22,52.60,123.10,,
2025-07-24 02,,,70.11,,49.66,123.75,55.90,132.21
2025-07-24 03,164.05,133.36,,6.91,52.56,122.23,,
2025-07-24 04,161.11,133.12,67.11,,52.02,108.84,53.44,124.27
2025-07-24 05,137.58,,58.13,6.97,50.73,93.48,,
2025-07-24 06,,130.01,,5.60,50.41,,50.41,104.92
2025-07-24 07,136.73,132.08,63.31,5.39,56.21,90.59,51.95,104.36
2025-07-24 08,139.24,132.84,86.30,,58.58,93.70,59.55,106.92
2025-07-24 09,142.37,136.48,99.26,5.65,59.55,105.65,66.36,108.15
2025-07-24 10,147.37,143.02,101.69,5.84,65.32,112.81,68.95,
2025-07-24 11,149.70,147.00,106.63,5.89,68.35,116.47,72.91,114.15
2025-07-24 12,161.87,151.88,104.74,5.92,69.00,119.59,74.67,125.53
2025-07-24 13,178.54,155.50,,5.90,69.17,117.66,,134.36
2025-07-24 14,184.64,148.88,93.84,6.40,70.39,123.71,68.70,138.02
2025-07-24 15,174.78,143.38,,,71.24,123.45,70.29,141.07
2025-07-24 16,145.82,138.76,97.02,5.17,70.67,114.15,72.73,110.57
2025-07-24 17,,,,,,,69.89,
2025-07-24 18,128.21,114.15,94.30,4.04,72.57,102.29,68.07,93.65
2025-07-24 19,150.18,129.29,100.45,,71.22,117.88,69.95,118.89
2025-07-24 20,156.66,125.94,104.14,5.64,68.00,116.94,70.30,110.50
2025-07-24 21,152.86,124.82,103.10,5.95,66.74,117.31,70.32,
2025-07-24 22,158.55,128.16,94.81,5.61,63.93,120.61,69.76,118.91
2025-07-24 23,168.49,134.80,87.06,6.64,57.72,123.10,68.13,123.43
2025-07-25 00,174.22,141.98,78.55,7.25,52.97,127.96,68.70,129.79
2025-07-25 01,173.75,141.99,72.70,7.79,,127.20,61.34,128.43
2025-07-25 02,172.23,141.73,,7.60,50.30,127.75,,128.74
2025-07-25 03,166.21,140.43,72.47,,52.30,125.56,60.68,125.13
2025-07-25 04,155.28,139.34,65.01,7.97,,125.92,56.38,126.95
2025-07-25 05,,,,7.93,48.93,,,107.25
2025-07-25 06,145.49,125.73,60.54,,50.50,103.66,55.55,
2025-07-25 07,146.50,128.31,64.34,6.58,52.71,97.81,53.84,104.74
2025-07-25 08,148.13,126.54,84.33,5.90,58.19,98.44,60.12,108.59
2025-07-25 09,151.43,127.11,93.96,6.52,58.04,102.31,67.82,108.26
2025-07-25 10,153.07,130.63,97.52,6.34,62.96,106.56,66.95,110.41
2025-07-25 11,,129.98,96.38,6.49,66.73,105.69,63.80,114.88
2025-07-25 12,148.92,126.87,,,65.32,,,115.57
2025-07-25 13,171.82,142.99,88.14,6.12,64.72,118.92,60.47,123.29
2025-07-25 14,177.93,145.77,85.93,6.53,,126.11,63.49,131.58
2025-07-25 15,165.62,145.58,85.68,5.83,66.42,118.33,65.60,136.63
2025-07-25 16,144.38,117.57,95.32,,67.06,114.20,67.68,104.83
2025-07-25 17,,,93.91,4.16,64.44,96.64,,
2025-07-25 18,123.32,108.46,90.16,4.60,62.99,,60.19,86.87
2025-07-25 19,146.50,129.56,101.27,6.24,62.04,108.77,66.74,108.40
2025-07-25 20,150.90,123.40,101.18,5.14,64.59,111.29,63.42,103.64
2025-07-25 21,155.25,,96.32,,66.65,109.90,,102.53
2025-07-25 22,161.02,124.40,96.74,5.57,,,65.35,108.75
2025-07-25 23,168.14,131.14,82.50,6.28,60.34,121.31,66.36,125.82
2025-07-26 00,171.48,139.03,,6.61,57.67,125.64,64.24,128.15
2025-07-26 01,166.15,140.32,73.76,6.99,47.83,,58.13,126.92
2025-07-26 02,,142.23,,,47.76,123.99,57.75,124.14
2025-07-26 03,160.57,140.12,69.01,6.78,50.80,120.63,55.83,122.79
2025-07-26 04,151.10,137.23,63.90,6.90,49.82,112.81,56.00,122.23
2025-07-26 05,137.98,123.86,,7.22,47.08,98.75,,115.20
2025-07-26 06,,,59.27,,47.51,,53.73,100.95
2025-07-26 07,135.97,127.65,64.07,5.90,54.32,94.87,53.31,99.89
2025-07-26 08,137.88,125.76,84.03,5.45,53.40,94.31,61.31,101.33
2025-07-26 09,145.63,130.30,96.86,,53.16,108.33,67.05,104.14
2025-07-26 10,147.13,127.46,99.12,5.46,57.94,111.52,68.76,104.07
2025-07-26 11,151.38,130.02,101.39,6.43,67.62,117.19,,115.35
2025-07-26 12,154.56,137.16,99.80,,65.29,119.87,68.32,119.61
2025-07-26 13,161.86,141.16,,5.84,64.54,121.37,,131.36
2025-07-26 14,174.15,149.90,87.63,5.83,64.48,129.42,63.37,134.65
2025-07-26 15,163.95,141.51,90.59,5.39,66.14,,64.02,134.54
2025-07-26 16,140.23,122.38,94.57,,62.71,119.04,69.00,100.64
2025-07-26 17,126.89,107.35,88.89,4.45,63.01,,66.42,
2025-07-26 18,,,,,66.15,98.06,61.94,87.40
2025-07-26 19,145.58,125.53,99.63,5.10,,117.85,64.65,111.08
2025-07-26 20,151.78,124.78,96.79,5.43,62.83,118.61,64.46,110.22
2025-07-26 21,156.51,,95.07,4.94,62.40,115.55,65.23,109.57
2025-07-26 22,164.30,127.24,90.57,7.03,58.52,123.97,64.73,123.08
2025-07-26 23,160.73,135.71,75.74,,52.75,,,126.98
2025-07-27 00,164.04,130.07,,6.30,,122.39,63.44,124.99
2025-07-27 01,161.80,129.85,66.95,6.83,43.30,125.57,,122.55
2025-07-27 02,158.77,,65.22,,40.91,123.23,57.29,121.31
2025-07-27 03,157.24,130.01,,6.68,44.17,120.55,,118.51
2025-07-27 04,152.69,126.99,62.95,6.45,,,55.05,117.69
2025-07-27 05,147.28,,,7.02,40.09,109.96,,99.64
2025-07-27 06,,127.90,58.08,5.83,41.63,94.35,48.84,96.45
2025-07-27 07,136.19,133.25,62.42,,46.94,,50.07,
2025-07-27 08,,131.81,84.44,5.55,51.15,96.52,60.27,98.46
2025-07-27 09,139.87,139.21,97.65,5.65,55.94,105.44,65.63,98.79
2025-07-27 10,140.47,148.26,102.03,6.36,59.27,116.08,67.27,98.62
2025-07-27 11,145.24,152.99,103.48,6.37,64.44,119.26,69.96,109.03
2025-07-27 12,155.05,154.93,103.23,5.93,65.73,121.18,69.00,119.51
2025-07-27 13,169.18,157.24,,5.45,,121.95,,125.69
2025-07-27 14,180.31,154.66,90.34,6.34,61.91,129.29,64.53,131.87
2025-07-27 15,180.61,153.99,,5.84,62.80,122.06,64.53,140.50
2025-07-27 16,140.07,148.37,94.24,4.35,66.81,120.55,67.85,107.45
2025-07-27 17,,,,,,101.61,58.10,
2025-07-27 18,129.07,111.99,92.42,3.40,64.07,,,85.84
2025-07-27 19,150.23,131.52,101.55,5.05,66.23,116.14,64.56,107.74
2025-07-27 20,151.47,128.71,101.81,5.14,63.99,117.02,65.88,105.72
2025-07-27 21,159.00,,,5.30,64.70,117.97,64.37,104.64
2025-07-27 22,160.92,127.75,96.04,5.71,62.93,121.09,63.24,118.06
2025-07-27 23,165.27,136.56,79.16,6.46,58.95,,60.93,123.52
2025-07-28 00,166.56,136.18,,6.26,44.06,126.77,59.11,124.53
2025-07-28 01,164.07,,70.64,7.12,,,54.83,
2025-07-28 02,161.26,132.56,68.07,6.90,38.01,123.05,,119.93
2025-07-28 03,161.70,,,6.69,39.65,120.63,55.81,119.84
2025-07-28 04,149.17,129.56,64.38,6.83,40.45,111.07,54.35,117.87
2025-07-28 05,135.75,126.90,,6.83,38.25,93.20,,
2025-07-28 06,,131.02,57.97,5.49,38.57,89.42,47.43,97.56
2025-07-28 07,134.87,130.48,63.88,,46.39,89.02,48.41,97.47
2025-07-28 08,134.38,134.98,85.74,5.60,54.07,,58.14,99.17
2025-07-28 09,138.07,138.74,99.85,5.82,58.36,103.38,63.56,99.91
2025-07-28 10,143.41,145.01,103.80,6.59,53.92,111.02,66.01,102.57
2025-07-28 11,141.51,147.44,104.18,7.35,57.92,113.57,66.58,103.16
2025-07-28 12,149.76,147.21,103.13,,,115.76,65.80,114.39
2025-07-28 13,159.91,150.08,,6.42,56.43,124.78,,127.34
2025-07-28 14,174.29,149.68,92.82,6.78,56.78,131.83,63.09,133.09
2025-07-28 15,166.93,151.27,91.83,,61.57,133.20,,132.98
2025-07-28 16,140.76,123.87,97.90,5.67,63.61,117.18,67.08,106.42
2025-07-28 17,,,,4.57,58.41,,,
2025-07-28 18,125.97,114.85,89.67,,61.51,99.79,56.72,91.92
2025-07-28 19,148.79,131.58,99.25,4.92,61.34,123.64,62.64,117.54
2025-07-28 20,151.66,129.59,102.26,5.55,59.30,,,
2025-07-28 21,156.10,127.96,97.45,5.70,,123.65,63.62,109.19
2025-07-28 22,158.22,129.15,88.32,5.84,57.15,127.59,65.48,115.61
2025-07-28 23,162.93,133.70,,6.58,55.58,118.99,,123.17
2025-07-29 00,167.23,138.62,76.00,6.56,,121.75,59.21,125.63
2025-07-29 01,166.95,137.33,71.97,6.90,41.35,124.36,58.36,125.38
2025-07-29 02,,129.57,68.35,6.68,39.14,,57.35,
2025-07-29 03,160.60,,66.20,6.83,38.75,118.42,56.35,121.70
2025-07-29 04,154.06,127.56,63.30,6.61,39.01,110.37,56.00,118.80
2025-07-29 05,147.12,,59.96,6.69,38.67,,51.34,100.14
2025-07-29 06,,128.76,60.66,5.65,45.43,93.77,,
2025-07-29 07,134.76,132.30,64.94,,45.53,93.11,51.52,99.03
2025-07-29 08,130.98,133.23,86.77,5.27,50.22,91.18,61.01,100.01
2025-07-29 09,141.69,137.13,99.14,6.20,53.07,102.89,66.58,
2025-07-29 10,143.85,140.62,100.54,5.11,55.97,105.65,71.60,103.39
2025-07-29 11,149.08,146.56,103.29,6.56,56.46,115.26,70.64,110.28
2025-07-29 12,157.86,154.66,97.58,5.95,61.48,116.01,72.81,120.88
2025-07-29 13,162.57,163.85,,,60.63,127.74,,125.12
2025-07-29 14,175.95,160.96,90.21,5.83,60.93,133.45,69.41,132.16
2025-07-29 15,174.75,151.92,92.38,5.77,68.07,133.63,69.70,138.55
2025-07-29 16,147.53,130.71,99.55,6.24,,124.47,74.75,106.34
2025-07-29 17,134.73,,,4.70,67.90,107.23,65.86,
2025-07-29 18,,115.86,93.87,,69.89,,,83.35
2025-07-29 19,158.19,136.40,104.36,5.49,70.36,124.31,69.64,118.00
2025-07-29 20,161.72,134.84,,4.89,68.37,125.81,67.63,114.95
2025-07-29 21,170.28,136.24,101.78,5.14,68.79,127.05,,115.14
2025-07-29 22,175.03,138.36,92.17,6.45,,129.69,70.10,125.31
2025-07-29 23,176.20,146.33,89.70,,62.43,131.52,68.03,130.57
2025-07-30 00,180.17,146.18,75.43,6.99,,133.69,63.85,133.28
2025-07-30 01,170.51,,71.60,7.38,50.23,132.82,65.13,128.09
2025-07-30 02,167.32,143.84,69.55,,48.83,131.05,60.90,127.07
2025-07-30 03,,140.18,,6.89,50.67,128.60,58.96,126.07
2025-07-30 04,166.49,,67.63,6.89,51.61,123.10,58.67,116.78
2025-07-30 05,147.62,131.47,,6.94,50.60,104.17,59.08,
2025-07-30 06,144.07,139.60,61.92,,49.35,99.67,,107.57
2025-07-30 07,,147.93,70.64,5.41,56.52,,54.98,105.96
2025-07-30 08,149.62,156.13,96.84,5.33,64.75,102.43,67.41,110.35
2025-07-30 09,156.86,161.55,109.24,5.49,68.94,117.19,76.42,
2025-07-30 10,160.64,167.12,110.13,5.99,71.46,127.72,76.56,112.24
2025-07-30 11,166.50,167.69,109.59,,73.44,,78.39,117.97
2025-07-30 12,172.76,170.56,99.77,5.99,73.41,132.00,,131.49
2025-07-30 13,175.50,164.96,,6.06,,136.46,74.80,132.75
2025-07-30 14,187.83,,91.20,6.36,69.06,141.29,70.70,139.17
2025-07-30 15,186.42,162.31,,6.09,71.30,139.46,72.34,146.24
2025-07-30 16,,159.03,97.53,5.98,71.71,129.48,74.90,115.13
2025-07-30 17,156.51,,98.08,5.10,,109.91,77.00,
2025-07-30 18,140.47,124.99,,5.11,69.04,,,91.53
2025-07-30 19,162.57,140.65,102.97,5.17,69.91,121.87,71.08,117.38
2025-07-30 20,163.26,,102.06,4.83,66.45,127.43,70.83,116.52
2025-07-30 21,170.59,148.66,101.72,4.88,67.49,127.01,69.99,120.18
2025-07-30 22,175.92,149.48,103.54,5.93,66.15,132.69,71.65,128.68
2025-07-30 23,181.72,153.96,84.50,6.71,55.20,139.06,71.30,135.14
2025-07-31 00,180.37,,75.37,7.24,,138.65,70.01,139.47
2025-07-31 01,,154.56,,7.41,51.56,,66.74,137.39
2025-07-31 02,173.84,142.43,70.56,7.09,,131.86,61.45,135.84
2025-07-31 03,,,67.50,7.25,50.57,131.23,60.27,
2025-07-31 04,168.21,143.05,61.66,7.18,,120.41,60.91,133.10
2025-07-31 05,143.43,138.13,,7.28,48.90,103.66,58.77,124.96
2025-07-31 06,,141.93,59.86,6.26,,,56.05,107.82
2025-07-31 07,147.63,147.98,66.21,5.86,53.26,102.78,,
2025-07-31 08,148.07,151.35,93.45,5.74,60.57,107.30,64.02,112.17
2025-07-31 09,151.06,155.47,106.63,5.95,77.67,114.19,71.50,113.15
2025-07-31 10,155.72,150.01,110.37,6.62,76.83,118.29,74.12,111.27
2025-07-31 11,159.95,153.23,,6.89,,120.88,71.06,117.51
2025-07-31 12,167.80,162.96,110.72,6.50,147.15,127.12,74.49,129.56
2025-07-31 13,185.91,172.30,101.42,7.02,159.26,138.27,76.78,143.96
2025-07-31 14,198.74,,95.29,7.53,160.30,145.64,75.33,147.74
2025-07-31 15,201.64,165.43,97.08,6.72,148.57,135.66,74.84,151.06
2025-07-31 16,169.71,129.86,97.87,,130.24,129.16,79.15,119.80
2025-07-31 17,,,98.47,5.90,,,79.50,
2025-07-31 18,161.61,127.55,,6.64,72.66,113.06,70.32,107.05
2025-07-31 19,180.45,150.17,113.28,,,132.24,76.29,132.68
2025-07-31 20,181.40,144.78,114.76,6.08,72.01,132.87,77.80,
2025-07-31 21,181.18,141.22,108.09,6.39,,132.03,75.75,124.19
2025-07-31 22,177.21,,103.16,,71.12,136.94,75.88,136.38
2025-07-31 23,185.16,152.13,91.95,6.74,61.06,,75.33,144.32
2025-08-01 00,185.63,156.30,,7.12,,138.11,69.22,144.98
2025-08-01 01,187.21,155.46,82.64,7.19,50.63,,69.38,140.56
2025-08-01 02,176.39,152.25,,7.10,,137.67,66.33,139.31
2025-08-01 03,171.85,151.94,72.34,7.08,51.10,132.75,63.27,135.27
2025-08-01 04,171.33,142.30,,,53.34,126.49,61.99,135.88
2025-08-01 05,163.59,,68.10,6.94,,111.29,60.05,
2025-08-01 06,152.16,136.07,,5.90,48.53,,,118.92
